AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability
Young (<30),80K-120K,Credit Card,0.984
Young (<30),80K-120K,Chequing Account,0.995
Mid-Age (30–50),40K-80K,Chequing Account,0.525
Senior (50+),40K-80K,Credit Card,0.583
Mid-Age (30–50),40K-80K,Chequing Account,0.827
Mid-Age (30–50),40K-80K,Credit Card,0.651
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),<40K,Chequing Account,0.557
Mid-Age (30–50),40K-80K,Investment,0.872
Senior (50+),40K-80K,Mortgage,0.628
Mid-Age (30–50),40K-80K,Mortgage,0.671
Young (<30),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.887
Senior (50+),40K-80K,Credit Card,0.603
Mid-Age (30–50),40K-80K,Chequing Account,0.531
Senior (50+),40K-80K,Credit Card,0.638
Senior (50+),40K-80K,Chequing Account,0.676
Young (<30),120K–200K,Chequing Account,0.852
Young (<30),40K-80K,Chequing Account,0.548
Senior (50+),40K-80K,Investment,0.85
Young (<30),80K-120K,Investment,0.773
Young (<30),80K-120K,Mortgage,0.991
Young (<30),40K-80K,Mortgage,0.773
Young (<30),<40K,Mortgage,0.701
Senior (50+),<40K,Chequing Account,0.665
Young (<30),40K-80K,Mortgage,0.516
Mid-Age (30–50),40K-80K,Mortgage,0.557
Mid-Age (30–50),80K-120K,Chequing Account,0.815
Young (<30),40K-80K,Credit Card,0.908
Senior (50+),40K-80K,Credit Card,0.681
Mid-Age (30–50),80K-120K,Chequing Account,0.944
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Investment,0.692
Senior (50+),40K-80K,Credit Card,0.798
Young (<30),40K-80K,Credit Card,0.912
Mid-Age (30–50),40K-80K,Investment,0.534
Senior (50+),80K-120K,Mortgage,0.752
Young (<30),40K-80K,Chequing Account,0.814
Mid-Age (30–50),40K-80K,Credit Card,0.745
Mid-Age (30–50),40K-80K,Mortgage,0.674
Senior (50+),80K-120K,Mortgage,0.936
Young (<30),40K-80K,Mortgage,0.712
Senior (50+),40K-80K,Credit Card,0.521
Senior (50+),120K–200K,Chequing Account,1.0
Young (<30),40K-80K,Credit Card,0.863
Senior (50+),80K-120K,Credit Card,0.69
Young (<30),40K-80K,Credit Card,0.539
Mid-Age (30–50),120K–200K,Chequing Account,0.923
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Investment,0.96
Mid-Age (30–50),40K-80K,Chequing Account,0.709
Senior (50+),40K-80K,Mortgage,0.541
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),<40K,Mortgage,0.849
Mid-Age (30–50),80K-120K,Chequing Account,0.698
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),120K–200K,Mortgage,1.0
Senior (50+),<40K,Chequing Account,0.863
Mid-Age (30–50),80K-120K,Mortgage,0.888
Mid-Age (30–50),80K-120K,Investment,0.636
Young (<30),80K-120K,Credit Card,0.79
Mid-Age (30–50),80K-120K,Credit Card,0.695
Young (<30),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Chequing Account,0.633
Young (<30),40K-80K,Investment,0.555
Mid-Age (30–50),<40K,Chequing Account,0.62
Mid-Age (30–50),40K-80K,Chequing Account,0.67
Senior (50+),40K-80K,Investment,0.616
Young (<30),40K-80K,Mortgage,0.744
Mid-Age (30–50),40K-80K,Chequing Account,0.429
Mid-Age (30–50),120K–200K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Credit Card,0.861
Mid-Age (30–50),80K-120K,Mortgage,0.82
Young (<30),40K-80K,Chequing Account,0.471
Mid-Age (30–50),40K-80K,Chequing Account,0.583
Senior (50+),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.807
Mid-Age (30–50),80K-120K,Chequing Account,0.817
Senior (50+),80K-120K,Chequing Account,0.707
Senior (50+),40K-80K,Chequing Account,0.606
Young (<30),<40K,Credit Card,0.795
Senior (50+),80K-120K,Investment,0.855
Senior (50+),40K-80K,Mortgage,0.384
Mid-Age (30–50),40K-80K,Chequing Account,0.528
Senior (50+),80K-120K,Mortgage,0.918
Senior (50+),80K-120K,Mortgage,0.705
Young (<30),<40K,Credit Card,0.311
Young (<30),40K-80K,Chequing Account,0.601
Mid-Age (30–50),40K-80K,Credit Card,0.545
Young (<30),40K-80K,Chequing Account,0.582
Mid-Age (30–50),80K-120K,Mortgage,0.554
Mid-Age (30–50),40K-80K,Chequing Account,0.879
Mid-Age (30–50),40K-80K,Chequing Account,0.709
Senior (50+),80K-120K,Credit Card,0.557
Senior (50+),40K-80K,Mortgage,0.375
Mid-Age (30–50),<40K,Credit Card,0.316
Mid-Age (30–50),80K-120K,Investment,0.853
Mid-Age (30–50),40K-80K,Credit Card,0.704
Young (<30),80K-120K,Chequing Account,0.861
Young (<30),40K-80K,Investment,0.754
Young (<30),40K-80K,Mortgage,0.945
Mid-Age (30–50),40K-80K,Mortgage,0.564
Mid-Age (30–50),40K-80K,Chequing Account,0.754
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),80K-120K,Investment,0.708
Mid-Age (30–50),40K-80K,Credit Card,0.487
Mid-Age (30–50),40K-80K,Mortgage,0.849
Mid-Age (30–50),40K-80K,Credit Card,0.996
Senior (50+),40K-80K,Credit Card,0.912
Young (<30),40K-80K,Credit Card,0.448
Young (<30),40K-80K,Chequing Account,0.507
Young (<30),80K-120K,Investment,0.805
Mid-Age (30–50),40K-80K,Investment,0.753
Mid-Age (30–50),40K-80K,Mortgage,0.842
Young (<30),40K-80K,Credit Card,0.421
Mid-Age (30–50),120K–200K,Investment,0.909
Senior (50+),<40K,Mortgage,0.499
Mid-Age (30–50),40K-80K,Investment,0.712
Mid-Age (30–50),40K-80K,Mortgage,0.998
Mid-Age (30–50),40K-80K,Investment,0.971
Mid-Age (30–50),80K-120K,Credit Card,0.796
Young (<30),120K–200K,Credit Card,0.925
Mid-Age (30–50),<40K,Credit Card,0.747
Mid-Age (30–50),40K-80K,Mortgage,0.783
Senior (50+),40K-80K,Chequing Account,0.579
Mid-Age (30–50),80K-120K,Mortgage,0.707
Senior (50+),40K-80K,Credit Card,0.793
Mid-Age (30–50),80K-120K,Investment,0.784
Mid-Age (30–50),40K-80K,Credit Card,0.585
Mid-Age (30–50),80K-120K,Credit Card,0.958
Mid-Age (30–50),40K-80K,Mortgage,0.924
Senior (50+),80K-120K,Credit Card,0.639
Mid-Age (30–50),80K-120K,Credit Card,0.783
Senior (50+),80K-120K,Chequing Account,0.944
Senior (50+),<40K,Investment,0.779
Senior (50+),80K-120K,Mortgage,0.644
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Mortgage,0.465
Mid-Age (30–50),40K-80K,Chequing Account,0.541
Young (<30),40K-80K,Chequing Account,0.852
Senior (50+),40K-80K,Credit Card,0.933
Senior (50+),40K-80K,Mortgage,0.686
Young (<30),40K-80K,Credit Card,0.595
Mid-Age (30–50),80K-120K,Investment,0.637
Senior (50+),<40K,Chequing Account,0.629
Mid-Age (30–50),40K-80K,Mortgage,0.697
Mid-Age (30–50),40K-80K,Chequing Account,0.882
Mid-Age (30–50),80K-120K,Chequing Account,0.609
Senior (50+),40K-80K,Credit Card,0.8
Senior (50+),40K-80K,Credit Card,0.915
Senior (50+),40K-80K,Chequing Account,0.773
Mid-Age (30–50),40K-80K,Chequing Account,0.773
Mid-Age (30–50),80K-120K,Investment,0.68
Senior (50+),40K-80K,Investment,0.789
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Mortgage,0.638
Mid-Age (30–50),80K-120K,Credit Card,0.737
Mid-Age (30–50),80K-120K,Mortgage,0.783
Young (<30),40K-80K,Chequing Account,0.652
Senior (50+),80K-120K,Chequing Account,0.85
Mid-Age (30–50),80K-120K,Mortgage,0.66
Mid-Age (30–50),40K-80K,Investment,0.994
Senior (50+),40K-80K,Chequing Account,0.799
Mid-Age (30–50),40K-80K,Mortgage,0.876
Senior (50+),40K-80K,Mortgage,0.745
Young (<30),40K-80K,Investment,0.609
Mid-Age (30–50),80K-120K,Investment,0.983
Senior (50+),40K-80K,Mortgage,0.772
Senior (50+),40K-80K,Mortgage,0.928
Mid-Age (30–50),40K-80K,Mortgage,0.622
Young (<30),80K-120K,Investment,1.0
Senior (50+),80K-120K,Chequing Account,0.564
Mid-Age (30–50),80K-120K,Credit Card,0.948
Senior (50+),80K-120K,Credit Card,0.785
Senior (50+),40K-80K,Chequing Account,0.782
Mid-Age (30–50),80K-120K,Chequing Account,0.694
Senior (50+),<40K,Chequing Account,0.723
Senior (50+),40K-80K,Mortgage,0.448
Mid-Age (30–50),40K-80K,Chequing Account,0.532
Senior (50+),40K-80K,Credit Card,0.966
Mid-Age (30–50),80K-120K,Investment,0.884
Senior (50+),40K-80K,Mortgage,0.944
Mid-Age (30–50),80K-120K,Credit Card,0.8
Mid-Age (30–50),40K-80K,Mortgage,0.969
Mid-Age (30–50),40K-80K,Chequing Account,0.501
Mid-Age (30–50),40K-80K,Chequing Account,0.985
Mid-Age (30–50),40K-80K,Credit Card,0.505
Mid-Age (30–50),80K-120K,Chequing Account,0.83
Senior (50+),<40K,Credit Card,0.44
Mid-Age (30–50),80K-120K,Investment,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.656
Senior (50+),40K-80K,Chequing Account,0.661
Senior (50+),40K-80K,Chequing Account,0.659
Mid-Age (30–50),80K-120K,Credit Card,0.763
Senior (50+),40K-80K,Credit Card,0.915
Senior (50+),80K-120K,Mortgage,0.766
Mid-Age (30–50),<40K,Investment,0.417
Senior (50+),40K-80K,Chequing Account,0.597
Senior (50+),40K-80K,Mortgage,0.911
Young (<30),<40K,Mortgage,0.51
Senior (50+),80K-120K,Credit Card,0.641
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Mortgage,0.941
Mid-Age (30–50),40K-80K,Chequing Account,0.521
Young (<30),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Credit Card,0.748
Mid-Age (30–50),40K-80K,Mortgage,0.499
Mid-Age (30–50),40K-80K,Credit Card,0.645
Senior (50+),120K–200K,Chequing Account,0.811
Mid-Age (30–50),80K-120K,Mortgage,0.658
Mid-Age (30–50),80K-120K,Mortgage,0.592
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),80K-120K,Chequing Account,0.987
Mid-Age (30–50),80K-120K,Investment,0.797
Senior (50+),80K-120K,Chequing Account,0.841
Mid-Age (30–50),40K-80K,Mortgage,0.904
Young (<30),40K-80K,Chequing Account,0.767
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.571
Senior (50+),40K-80K,Chequing Account,0.53
Young (<30),40K-80K,Investment,0.963
Senior (50+),<40K,Mortgage,0.407
Mid-Age (30–50),40K-80K,Credit Card,0.471
Mid-Age (30–50),40K-80K,Investment,0.638
Senior (50+),80K-120K,Credit Card,0.682
Senior (50+),40K-80K,Credit Card,0.829
Mid-Age (30–50),40K-80K,Chequing Account,0.962
Senior (50+),80K-120K,Mortgage,0.872
Senior (50+),80K-120K,Investment,0.774
Mid-Age (30–50),40K-80K,Chequing Account,0.735
Mid-Age (30–50),40K-80K,Investment,0.666
Mid-Age (30–50),40K-80K,Chequing Account,0.898
Young (<30),40K-80K,Credit Card,0.676
Young (<30),80K-120K,Chequing Account,0.851
Young (<30),40K-80K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Investment,0.596
Mid-Age (30–50),40K-80K,Credit Card,0.371
Senior (50+),40K-80K,Credit Card,0.52
Young (<30),40K-80K,Mortgage,0.708
Senior (50+),80K-120K,Chequing Account,0.765
Mid-Age (30–50),80K-120K,Chequing Account,0.803
Young (<30),40K-80K,Investment,0.751
Senior (50+),40K-80K,Investment,0.41
Mid-Age (30–50),40K-80K,Credit Card,0.861
Mid-Age (30–50),40K-80K,Mortgage,0.83
Senior (50+),80K-120K,Credit Card,0.656
Young (<30),<40K,Mortgage,0.705
Senior (50+),40K-80K,Credit Card,0.447
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.81
Young (<30),80K-120K,Credit Card,0.847
Mid-Age (30–50),120K–200K,Credit Card,0.989
Senior (50+),40K-80K,Mortgage,0.595
Mid-Age (30–50),40K-80K,Chequing Account,0.799
Mid-Age (30–50),40K-80K,Mortgage,0.767
Mid-Age (30–50),120K–200K,Investment,0.946
Young (<30),40K-80K,Mortgage,0.866
Mid-Age (30–50),80K-120K,Credit Card,0.877
Senior (50+),80K-120K,Mortgage,0.862
Senior (50+),<40K,Chequing Account,0.461
Mid-Age (30–50),80K-120K,Credit Card,0.783
Mid-Age (30–50),40K-80K,Chequing Account,0.63
Mid-Age (30–50),80K-120K,Mortgage,0.791
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Credit Card,0.764
Mid-Age (30–50),80K-120K,Mortgage,0.761
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),<40K,Credit Card,0.24
Senior (50+),40K-80K,Mortgage,0.773
Mid-Age (30–50),40K-80K,Mortgage,0.849
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Mortgage,0.84
Senior (50+),80K-120K,Mortgage,0.605
Young (<30),80K-120K,Chequing Account,0.597
Young (<30),<40K,Mortgage,0.38
Young (<30),120K–200K,Investment,0.904
Mid-Age (30–50),40K-80K,Mortgage,0.783
Young (<30),80K-120K,Investment,0.993
Mid-Age (30–50),40K-80K,Credit Card,0.441
Senior (50+),40K-80K,Credit Card,0.637
Young (<30),40K-80K,Investment,0.451
Senior (50+),80K-120K,Credit Card,0.694
Senior (50+),40K-80K,Chequing Account,0.734
Senior (50+),80K-120K,Chequing Account,0.648
Mid-Age (30–50),80K-120K,Mortgage,0.818
Senior (50+),40K-80K,Mortgage,0.785
Senior (50+),40K-80K,Mortgage,0.551
Mid-Age (30–50),<40K,Chequing Account,0.706
Young (<30),40K-80K,Mortgage,0.83
Senior (50+),40K-80K,Mortgage,0.811
Mid-Age (30–50),40K-80K,Mortgage,0.497
Senior (50+),40K-80K,Chequing Account,0.76
Mid-Age (30–50),<40K,Mortgage,0.415
Mid-Age (30–50),40K-80K,Investment,0.691
Senior (50+),80K-120K,Credit Card,0.859
Mid-Age (30–50),40K-80K,Investment,0.745
Senior (50+),40K-80K,Credit Card,0.476
Mid-Age (30–50),80K-120K,Mortgage,0.642
Mid-Age (30–50),40K-80K,Chequing Account,0.817
Young (<30),80K-120K,Credit Card,0.654
Young (<30),80K-120K,Credit Card,0.662
Mid-Age (30–50),40K-80K,Credit Card,1.0
Senior (50+),40K-80K,Chequing Account,0.876
Mid-Age (30–50),80K-120K,Credit Card,0.862
Mid-Age (30–50),40K-80K,Investment,0.818
Young (<30),<40K,Credit Card,0.667
Young (<30),40K-80K,Investment,0.498
Mid-Age (30–50),40K-80K,Mortgage,0.584
Senior (50+),<40K,Credit Card,0.497
Young (<30),80K-120K,Credit Card,0.726
Senior (50+),40K-80K,Chequing Account,0.48
Mid-Age (30–50),80K-120K,Credit Card,0.626
Mid-Age (30–50),40K-80K,Mortgage,0.64
Senior (50+),40K-80K,Chequing Account,0.436
Senior (50+),40K-80K,Investment,0.554
Young (<30),40K-80K,Mortgage,0.92
Young (<30),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Mortgage,0.893
Senior (50+),40K-80K,Chequing Account,0.685
Young (<30),80K-120K,Chequing Account,0.887
Senior (50+),80K-120K,Investment,0.565
Mid-Age (30–50),40K-80K,Credit Card,0.942
Young (<30),40K-80K,Credit Card,0.802
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.503
Senior (50+),40K-80K,Chequing Account,0.574
Senior (50+),<40K,Chequing Account,0.638
Young (<30),120K–200K,Mortgage,0.977
Young (<30),40K-80K,Chequing Account,0.618
Senior (50+),80K-120K,Chequing Account,0.673
Young (<30),40K-80K,Credit Card,0.616
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.953
Senior (50+),<40K,Investment,0.445
Senior (50+),80K-120K,Mortgage,0.835
Mid-Age (30–50),40K-80K,Chequing Account,0.79
Senior (50+),80K-120K,Investment,0.797
Mid-Age (30–50),80K-120K,Credit Card,0.607
Mid-Age (30–50),40K-80K,Chequing Account,0.548
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.414
Mid-Age (30–50),40K-80K,Chequing Account,0.858
Mid-Age (30–50),40K-80K,Mortgage,0.637
Mid-Age (30–50),40K-80K,Mortgage,0.958
Senior (50+),40K-80K,Credit Card,0.545
Young (<30),80K-120K,Credit Card,0.628
Young (<30),<40K,Credit Card,0.659
Senior (50+),<40K,Chequing Account,0.547
Young (<30),40K-80K,Chequing Account,0.747
Senior (50+),120K–200K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Mortgage,0.646
Senior (50+),80K-120K,Credit Card,0.812
Mid-Age (30–50),80K-120K,Credit Card,0.676
Young (<30),40K-80K,Mortgage,0.579
Senior (50+),40K-80K,Credit Card,0.982
Senior (50+),<40K,Chequing Account,0.548
Mid-Age (30–50),40K-80K,Chequing Account,0.633
Mid-Age (30–50),40K-80K,Investment,0.52
Mid-Age (30–50),80K-120K,Chequing Account,0.686
Senior (50+),40K-80K,Investment,0.698
Mid-Age (30–50),40K-80K,Mortgage,0.824
Mid-Age (30–50),80K-120K,Chequing Account,0.749
Senior (50+),<40K,Credit Card,0.357
Mid-Age (30–50),40K-80K,Mortgage,0.681
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Chequing Account,0.588
Mid-Age (30–50),80K-120K,Chequing Account,0.708
Senior (50+),80K-120K,Chequing Account,0.879
Mid-Age (30–50),80K-120K,Investment,0.816
Mid-Age (30–50),80K-120K,Mortgage,0.857
Senior (50+),40K-80K,Chequing Account,0.723
Mid-Age (30–50),40K-80K,Credit Card,0.619
Mid-Age (30–50),40K-80K,Investment,0.852
Mid-Age (30–50),40K-80K,Credit Card,0.441
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.96
Senior (50+),80K-120K,Chequing Account,0.663
Mid-Age (30–50),80K-120K,Chequing Account,0.823
Mid-Age (30–50),40K-80K,Credit Card,0.574
Mid-Age (30–50),80K-120K,Credit Card,0.869
Senior (50+),40K-80K,Mortgage,0.487
Young (<30),40K-80K,Investment,0.816
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Chequing Account,0.786
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),120K–200K,Credit Card,0.893
Young (<30),<40K,Mortgage,0.416
Mid-Age (30–50),40K-80K,Chequing Account,0.862
Young (<30),40K-80K,Chequing Account,0.76
Senior (50+),40K-80K,Chequing Account,0.898
Mid-Age (30–50),40K-80K,Credit Card,0.655
Senior (50+),40K-80K,Credit Card,0.738
Senior (50+),80K-120K,Mortgage,0.602
Senior (50+),80K-120K,Mortgage,0.696
Young (<30),80K-120K,Mortgage,0.859
Senior (50+),80K-120K,Mortgage,0.858
Mid-Age (30–50),40K-80K,Chequing Account,0.697
Mid-Age (30–50),40K-80K,Credit Card,0.697
Mid-Age (30–50),40K-80K,Chequing Account,0.94
Senior (50+),40K-80K,Investment,0.674
Senior (50+),40K-80K,Credit Card,0.609
Mid-Age (30–50),40K-80K,Mortgage,0.86
Young (<30),40K-80K,Chequing Account,0.821
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Chequing Account,0.668
Mid-Age (30–50),40K-80K,Chequing Account,0.705
Mid-Age (30–50),80K-120K,Investment,0.835
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.761
Mid-Age (30–50),40K-80K,Chequing Account,0.605
Mid-Age (30–50),40K-80K,Chequing Account,0.777
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.852
Young (<30),40K-80K,Mortgage,0.823
Mid-Age (30–50),120K–200K,Mortgage,0.847
Senior (50+),40K-80K,Mortgage,0.668
Senior (50+),<40K,Mortgage,0.39
Mid-Age (30–50),40K-80K,Credit Card,0.547
Mid-Age (30–50),40K-80K,Credit Card,0.892
Senior (50+),40K-80K,Chequing Account,0.603
Senior (50+),80K-120K,Credit Card,0.981
Senior (50+),40K-80K,Investment,0.723
Mid-Age (30–50),40K-80K,Chequing Account,0.724
Mid-Age (30–50),40K-80K,Mortgage,0.518
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Chequing Account,0.824
Mid-Age (30–50),40K-80K,Mortgage,0.647
Senior (50+),80K-120K,Credit Card,0.917
Mid-Age (30–50),40K-80K,Credit Card,0.432
Mid-Age (30–50),<40K,Credit Card,0.498
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),<40K,Chequing Account,0.445
Senior (50+),40K-80K,Credit Card,0.767
Mid-Age (30–50),120K–200K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.487
Young (<30),40K-80K,Credit Card,0.812
Mid-Age (30–50),80K-120K,Chequing Account,0.968
Senior (50+),80K-120K,Credit Card,0.524
Mid-Age (30–50),80K-120K,Mortgage,0.742
Young (<30),40K-80K,Chequing Account,0.426
Mid-Age (30–50),80K-120K,Investment,0.935
Young (<30),40K-80K,Credit Card,0.706
Mid-Age (30–50),40K-80K,Credit Card,0.42
Young (<30),40K-80K,Credit Card,0.85
Senior (50+),40K-80K,Credit Card,0.55
Senior (50+),<40K,Mortgage,0.67
Senior (50+),<40K,Mortgage,0.569
Mid-Age (30–50),80K-120K,Chequing Account,0.775
Senior (50+),40K-80K,Mortgage,0.565
Senior (50+),40K-80K,Chequing Account,0.529
Mid-Age (30–50),40K-80K,Mortgage,0.749
Mid-Age (30–50),80K-120K,Mortgage,0.806
Young (<30),80K-120K,Mortgage,0.838
Mid-Age (30–50),80K-120K,Credit Card,0.883
Mid-Age (30–50),80K-120K,Investment,0.913
Mid-Age (30–50),40K-80K,Chequing Account,0.606
Young (<30),80K-120K,Mortgage,0.961
Mid-Age (30–50),40K-80K,Credit Card,0.578
Young (<30),80K-120K,Credit Card,0.946
Senior (50+),40K-80K,Mortgage,0.568
Mid-Age (30–50),<40K,Chequing Account,0.2
Young (<30),<40K,Chequing Account,0.509
Senior (50+),<40K,Chequing Account,0.376
Young (<30),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Credit Card,0.788
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.555
Young (<30),<40K,Mortgage,0.648
Young (<30),80K-120K,Mortgage,0.793
Mid-Age (30–50),80K-120K,Credit Card,0.869
Mid-Age (30–50),40K-80K,Credit Card,0.856
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.888
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Mortgage,0.736
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Credit Card,0.745
Young (<30),40K-80K,Chequing Account,0.506
