LeadID,LeadSource,Age,Gender,EmploymentStatus,Income,MaritalStatus,Province,InitialProductInterest,WebsiteVisits_PreConversion,TimeOnWebsite_Minutes,EmailOpenedCount,DaysSinceInquiry,CallCenterInquiries,BranchVisits,ReferrerCustomer,HasExistingProducts,FirstContactChannel,ConversionProbability,ConversionClass,ConvertedFlag,FirstProductTaken,FirstTransactionAmount,MonthlyRevenue,TenureMonths,CLTV
L01906,Online Ad,44,Female,Full-time,121847.81,Married,Ontario,Chequing Account,2,13.13,7,107,2,0,0,1,Email,0.967,High,1,Chequing Account,2521,86.62,44,3811.28
L01907,Partnership,68,Male,Full-time,68971.42,Married,Ontario,Mortgage,4,14.49,4,2,2,1,0,1,Email,0.69,High,0,nan,0,0.0,0,0.0
L01908,Referral,51,Male,Full-time,69587.38,Married,Ontario,Credit Card,4,5.62,8,94,2,1,1,1,Email,0.907,High,1,Credit Card,7732,224.81,25,5620.35
L01909,Referral,48,Male,Student,87264.97,Single,Alberta,Chequing Account,1,17.9,0,109,0,0,0,0,Call,0.887,High,1,Chequing Account,1458,56.76,52,2951.48
L01910,Online Ad,65,Male,Part-time,45399.36,Single,Ontario,Credit Card,3,2.81,8,94,2,0,1,0,Website,0.497,Medium,1,Credit Card,2037,194.93,13,2534.11
L01911,Referral,28,Female,Full-time,73630.04,Widowed,Alberta,Chequing Account,2,10.5,2,52,3,0,0,0,Website,1.0,High,1,Chequing Account,7255,202.92,21,4261.28
L01912,Partnership,25,Female,Student,,Married,Alberta,Investment,3,21.71,4,114,0,3,1,1,Email,0.431,Medium,0,nan,0,0.0,0,0.0
L01913,Partnership,29,Female,Part-time,95818.59,Single,Nova Scotia,Credit Card,3,15.53,0,17,1,0,0,0,Branch,0.604,High,1,Credit Card,216,194.27,14,2719.72
L01914,Referral,52,Male,Student,72994.38,Married,Alberta,Chequing Account,5,13.82,4,24,1,0,0,1,Website,0.863,High,1,Chequing Account,2626,226.98,12,2723.79
L01915,Referral,62,Male,Self-employed,,Married,Alberta,Chequing Account,3,7.86,7,3,1,1,0,1,Email,0.982,High,1,Chequing Account,8394,20.14,37,745.31
L01916,Social Media,51,Female,Self-employed,68377.76,Single,Ontario,Investment,1,2.99,2,116,0,1,1,0,Website,0.54,Medium,0,nan,0,0.0,0,0.0
L01917,Partnership,30,Female,Full-time,38050.7,Married,Ontario,Mortgage,4,25.16,0,98,0,0,0,1,Branch,0.572,Medium,1,Mortgage,8366,103.93,37,3845.32
L01918,Branch Walk-in,44,Male,Full-time,113690.73,Single,Quebec,Credit Card,3,16.04,3,61,2,1,1,1,Call,1.0,High,1,Credit Card,770,109.7,26,2852.2
L01919,Referral,25,Female,Full-time,52318.37,Married,British Columbia,Chequing Account,6,18.5,9,85,0,0,0,0,Call,0.887,High,1,Chequing Account,5851,285.95,16,4575.24
L01920,Referral,64,Male,Full-time,76485.88,Married,Ontario,Credit Card,2,7.82,9,85,2,1,0,1,Call,0.931,High,1,Credit Card,6912,28.61,1,28.61
L01921,Branch Walk-in,38,Male,Full-time,82069.6,Single,Ontario,Investment,4,11.63,4,43,1,0,0,1,Branch,0.93,High,1,Investment,1448,264.45,32,8462.25
L01922,Online Ad,58,Female,Self-employed,95946.88,Single,Quebec,Credit Card,2,18.06,8,37,0,0,0,1,Email,0.628,High,1,Credit Card,6254,192.04,15,2880.65
L01923,Branch Walk-in,28,Female,Self-employed,111715.39,Single,Ontario,Chequing Account,4,24.84,4,99,1,1,0,1,Call,1.0,High,1,Chequing Account,4851,239.86,9,2158.76
L01924,Referral,39,Male,Full-time,66426.43,Married,Alberta,Investment,3,20.63,2,31,1,1,0,0,Email,0.976,High,1,Investment,3621,54.05,51,2756.76
L01925,Social Media,38,Female,Unemployed,51246.7,Single,Ontario,Mortgage,1,6.75,9,116,0,0,1,1,Call,0.481,Medium,0,nan,0,0.0,0,0.0
L01926,Online Ad,45,Female,Full-time,16850.55,Married,Manitoba,Chequing Account,4,9.12,5,35,1,1,0,1,Email,0.363,Medium,1,Chequing Account,1662,175.71,41,7204.23
L01927,Branch Walk-in,20,Female,Full-time,70147.66,Married,Quebec,Credit Card,9,15.31,4,112,2,1,0,1,Website,0.818,High,1,Credit Card,5018,284.25,59,16770.57
L01928,Branch Walk-in,24,Female,Student,15598.15,Divorced,British Columbia,Mortgage,2,22.69,7,51,2,0,0,0,Website,0.552,Medium,1,Mortgage,5572,36.65,20,733.0
L01929,Branch Walk-in,31,Male,Part-time,47964.18,Single,Quebec,Chequing Account,1,5.96,8,6,1,2,0,1,Website,0.685,High,1,Chequing Account,5472,162.56,59,9591.09
L01930,Online Ad,32,Male,Unemployed,71804.8,Single,British Columbia,Credit Card,2,9.55,0,72,1,1,0,0,Call,0.593,Medium,0,nan,0,0.0,0,0.0
L01931,Branch Walk-in,26,Female,Self-employed,110672.85,Widowed,Ontario,Credit Card,3,15.16,7,43,1,0,0,0,Email,0.979,High,1,Credit Card,2513,222.87,17,3788.83
L01932,Branch Walk-in,69,Female,Full-time,69220.54,Single,Alberta,Credit Card,3,21.06,1,103,1,2,0,0,Call,0.92,High,1,Credit Card,6474,100.44,40,4017.69
L01933,Branch Walk-in,60,Male,Self-employed,93376.26,Single,Ontario,Credit Card,1,15.52,7,24,1,2,0,0,Branch,1.0,High,1,Credit Card,133,192.02,44,8448.85
L01934,Branch Walk-in,24,Female,Full-time,75033.47,Divorced,British Columbia,Chequing Account,9,15.58,9,45,1,0,0,1,Call,0.975,High,1,Chequing Account,7769,56.98,41,2336.32
L01935,Branch Walk-in,29,Female,Full-time,73410.93,Divorced,Alberta,Mortgage,4,19.71,4,7,0,0,0,0,Website,1.0,High,1,Mortgage,6687,249.25,20,4985.01
L01936,Social Media,36,Female,Full-time,98663.69,Married,Ontario,Chequing Account,1,13.98,2,106,1,1,0,0,Email,0.855,High,1,Chequing Account,6243,89.49,57,5100.71
L01937,Referral,44,Female,Unemployed,,Married,British Columbia,Chequing Account,2,16.93,1,0,2,0,0,0,Branch,0.993,High,1,Chequing Account,7296,252.42,12,3029.0
L01938,Social Media,35,Female,Student,62809.12,Single,Quebec,Chequing Account,7,12.44,6,79,1,0,1,1,Email,0.433,Medium,1,Chequing Account,9569,132.68,52,6899.41
L01939,Branch Walk-in,30,Male,Unemployed,104865.93,Divorced,Quebec,Investment,4,33.04,7,5,1,0,0,0,Website,0.965,High,1,Investment,7764,119.29,2,238.58
L01940,Online Ad,60,Male,Full-time,59987.92,Married,Alberta,Investment,2,31.76,2,112,2,1,1,0,Email,0.649,High,1,Investment,4225,271.69,33,8965.79
L01941,Online Ad,18,Male,Full-time,47818.72,Married,Alberta,Chequing Account,3,9.41,3,13,1,0,0,1,Call,0.526,Medium,1,Chequing Account,8421,26.13,2,52.26
L01942,Referral,55,Female,Full-time,44327.62,Single,Ontario,Credit Card,3,22.33,1,71,0,0,0,0,Email,0.867,High,1,Credit Card,5771,65.59,31,2033.35
L01943,Social Media,38,Female,Part-time,64188.49,Married,Alberta,Mortgage,2,26.07,5,15,1,0,1,1,Website,0.608,High,1,Mortgage,7593,69.1,59,4077.18
L01944,Social Media,51,Male,Full-time,75963.05,Married,Alberta,Chequing Account,2,19.22,6,60,0,0,0,1,Email,0.751,High,1,Chequing Account,3272,124.72,23,2868.67
L01945,Social Media,30,Male,Full-time,81915.12,Single,Ontario,Investment,4,1.39,9,100,0,1,0,0,Email,0.801,High,1,Investment,9390,134.37,36,4837.4
L01946,Branch Walk-in,62,Male,Full-time,68499.51,Single,Ontario,Credit Card,2,18.66,3,81,0,1,0,1,Email,0.918,High,1,Credit Card,5556,109.13,15,1636.99
L01947,Referral,68,Female,Full-time,65585.2,Single,Quebec,Investment,3,16.91,9,108,1,1,0,0,Call,0.81,High,1,Investment,573,123.95,51,6321.56
L01948,Online Ad,58,Male,Part-time,81609.06,Married,Ontario,Mortgage,4,11.54,4,13,1,0,1,1,Call,0.724,High,1,Mortgage,3681,159.09,51,8113.82
L01949,Referral,68,Male,Full-time,100050.09,Single,Ontario,Credit Card,2,4.13,5,100,1,0,1,0,Website,1.0,High,1,Credit Card,7434,172.96,41,7091.19
L01950,Referral,40,Female,Student,15000.0,Single,Manitoba,Credit Card,2,8.09,9,119,1,0,0,1,Email,0.497,Medium,1,Credit Card,6509,58.17,30,1745.15
L01951,Online Ad,18,Male,Unemployed,25501.34,Married,Ontario,Mortgage,4,8.88,0,19,1,0,0,1,Branch,0.332,Low,1,Mortgage,6837,109.8,46,5050.97
L01952,Online Ad,40,Male,Student,97765.6,Divorced,Ontario,Mortgage,7,10.71,6,9,2,2,0,1,Call,0.694,High,0,nan,0,0.0,0,0.0
L01953,Branch Walk-in,45,Female,Unemployed,64023.92,Single,Alberta,Credit Card,1,12.26,5,72,1,1,1,0,Website,0.816,High,0,nan,0,0.0,0,0.0
L01954,Social Media,49,Female,Full-time,94887.68,Single,Ontario,Chequing Account,4,8.03,9,100,4,0,0,1,Email,0.793,High,1,Chequing Account,4106,61.72,57,3517.92
L01955,Partnership,25,Male,Part-time,40064.8,Married,Ontario,Mortgage,5,16.18,4,13,1,0,1,1,Call,0.425,Medium,1,Mortgage,7012,102.66,11,1129.23
L01956,Partnership,43,Female,Full-time,73314.48,Single,British Columbia,Mortgage,3,19.61,3,26,0,0,1,0,Email,0.609,High,1,Mortgage,1207,148.01,25,3700.24
L01957,Branch Walk-in,31,Female,Full-time,41555.33,Married,Quebec,Credit Card,4,2.67,3,51,3,0,1,1,Branch,0.63,High,1,Credit Card,637,64.25,34,2184.63
L01958,Referral,41,Female,Student,83045.68,Single,Ontario,Chequing Account,5,14.58,4,3,1,0,1,0,Website,0.976,High,1,Chequing Account,2110,251.78,34,8560.6
L01959,Branch Walk-in,65,Female,Unemployed,65644.87,Divorced,Quebec,Chequing Account,1,9.97,0,51,0,2,1,1,Call,0.702,High,0,nan,0,0.0,0,0.0
L01960,Social Media,46,Female,Full-time,36393.21,Married,Ontario,Chequing Account,2,17.92,2,29,1,2,0,0,Email,0.47,Medium,0,nan,0,0.0,0,0.0
L01961,Online Ad,21,Female,Full-time,88543.08,Married,British Columbia,Credit Card,1,3.37,9,31,0,3,1,0,Website,0.879,High,1,Credit Card,677,149.87,19,2847.55
L01962,Referral,35,Male,Part-time,87540.13,Married,British Columbia,Credit Card,3,15.86,4,31,0,0,0,1,Website,0.97,High,1,Credit Card,5778,243.67,33,8041.0
L01963,Social Media,31,Female,Full-time,66628.41,Married,Quebec,Chequing Account,4,13.99,0,30,2,0,0,0,Email,0.634,High,0,nan,0,0.0,0,0.0
L01964,Referral,44,Male,Student,60641.5,Single,Alberta,Credit Card,7,8.5,4,34,0,1,0,0,Email,0.838,High,1,Credit Card,6801,108.38,15,1625.71
L01965,Branch Walk-in,58,Female,Unemployed,97514.2,Married,Ontario,Mortgage,2,9.24,7,81,0,1,0,0,Call,0.937,High,1,Mortgage,5536,173.34,35,6066.85
L01966,Branch Walk-in,64,Other,Part-time,82813.51,Married,British Columbia,Chequing Account,1,6.39,3,20,0,3,1,1,Email,0.931,High,1,Chequing Account,3591,128.28,36,4618.15
L01967,Online Ad,20,Male,Self-employed,73477.82,Single,Ontario,Investment,5,17.83,7,20,0,1,0,1,Website,0.639,High,1,Investment,2964,195.37,18,3516.58
L01968,Referral,47,Male,Full-time,43760.07,Married,Quebec,Chequing Account,5,3.61,0,80,0,0,0,0,Email,0.692,High,1,Chequing Account,9129,74.55,1,74.55
L01969,Referral,53,Male,Full-time,123598.52,Single,Alberta,Mortgage,1,10.03,5,52,1,1,0,0,Website,1.0,High,1,Mortgage,6711,263.06,21,5524.32
L01970,Online Ad,40,Male,Student,72768.94,Single,Alberta,Mortgage,1,17.73,2,112,0,0,0,0,Website,0.539,Medium,0,nan,0,0.0,0,0.0
L01971,Online Ad,35,Female,Self-employed,116320.02,Married,Quebec,Chequing Account,6,32.6,1,83,2,0,0,0,Call,0.737,High,0,nan,0,0.0,0,0.0
L01972,Social Media,63,Female,Self-employed,60132.49,Single,Ontario,Investment,2,20.5,6,35,0,1,0,1,Email,0.634,High,0,nan,0,0.0,0,0.0
L01973,Referral,64,Female,Full-time,64487.23,Married,Ontario,Credit Card,2,21.78,7,43,2,0,0,1,Email,0.848,High,1,Credit Card,3824,141.95,12,1703.36
L01974,Branch Walk-in,57,Female,Part-time,61250.59,Married,Quebec,Chequing Account,2,25.23,4,19,1,0,0,1,Website,0.699,High,1,Chequing Account,527,154.18,49,7554.99
L01975,Referral,27,Male,Full-time,78809.06,Single,British Columbia,Chequing Account,4,2.19,7,32,2,1,1,0,Call,0.955,High,1,Chequing Account,9780,105.29,5,526.46
L01976,Partnership,29,Female,Student,74109.67,Married,Ontario,Credit Card,1,12.99,3,26,1,0,0,1,Branch,0.602,High,1,Credit Card,6137,182.31,49,8933.11
L01977,Referral,58,Female,Student,91467.56,Single,Alberta,Chequing Account,4,28.31,0,99,1,0,0,0,Email,1.0,High,1,Chequing Account,2493,82.31,53,4362.68
L01978,Referral,25,Male,Unemployed,69007.07,Single,Alberta,Credit Card,2,19.15,2,50,0,0,0,1,Branch,0.823,High,0,nan,0,0.0,0,0.0
L01979,Partnership,49,Male,Part-time,83771.63,Single,Quebec,Credit Card,0,9.7,4,24,1,1,0,1,Email,0.673,High,1,Credit Card,1910,118.64,29,3440.46
L01980,Social Media,34,Male,Unemployed,87854.55,Single,Quebec,Chequing Account,3,13.47,1,67,0,0,1,1,Call,0.646,High,1,Chequing Account,8232,94.38,33,3114.6
L01981,Online Ad,58,Male,Self-employed,38355.06,Married,Ontario,Credit Card,4,16.86,5,83,1,0,0,0,Website,0.455,Medium,0,nan,0,0.0,0,0.0
L01982,Social Media,62,Female,Part-time,46978.92,Single,Ontario,Mortgage,1,7.8,5,39,2,1,0,1,Email,0.517,Medium,1,Mortgage,1960,274.06,32,8769.81
L01983,Branch Walk-in,31,Male,Part-time,43502.7,Single,Ontario,Investment,5,5.39,6,39,2,0,1,1,Email,0.702,High,1,Investment,738,202.05,2,404.09
L01984,Branch Walk-in,54,Female,Part-time,91452.41,Married,Quebec,Credit Card,5,21.94,7,26,1,1,0,1,Website,0.833,High,1,Credit Card,9753,256.26,44,11275.51
L01985,Online Ad,26,Female,Part-time,102892.26,Divorced,Nova Scotia,Investment,9,10.25,9,20,1,0,0,1,Website,0.647,High,0,nan,0,0.0,0,0.0
L01986,Online Ad,43,Male,Student,62654.5,Married,British Columbia,Chequing Account,4,13.25,4,67,1,1,0,0,Branch,0.559,Medium,1,Chequing Account,8061,270.2,50,13509.79
L01987,Social Media,65,Male,Full-time,88712.73,Married,Quebec,Credit Card,3,16.7,3,44,2,0,1,0,Call,0.675,High,0,nan,0,0.0,0,0.0
L01988,Branch Walk-in,68,Female,Part-time,62910.31,Married,Ontario,Credit Card,1,7.93,6,11,1,0,0,0,Call,0.802,High,1,Credit Card,3535,112.47,58,6523.49
L01989,Referral,41,Female,Part-time,91240.76,Married,Alberta,Credit Card,4,4.92,4,15,1,1,0,1,Website,0.913,High,1,Credit Card,2316,163.92,7,1147.42
L01990,Social Media,40,Male,Full-time,148032.59,Single,British Columbia,Chequing Account,5,14.0,6,1,0,2,0,1,Email,1.0,High,1,Chequing Account,7118,143.33,41,5876.53
L01991,Social Media,48,Female,Part-time,113889.18,Married,Quebec,Mortgage,3,19.74,9,13,2,0,0,1,Website,0.787,High,1,Mortgage,8737,146.96,25,3673.98
L01992,Online Ad,56,Female,Part-time,108622.81,Single,British Columbia,Chequing Account,7,33.57,5,58,1,0,0,0,Branch,0.856,High,1,Chequing Account,4209,42.11,42,1768.48
L01993,Branch Walk-in,61,Male,Student,119767.9,Divorced,British Columbia,Credit Card,5,8.69,2,5,2,2,0,0,Website,1.0,High,1,Credit Card,348,156.95,7,1098.64
L01994,Online Ad,19,Female,Full-time,87964.88,Married,British Columbia,Credit Card,3,21.59,2,68,1,0,0,0,Call,0.827,High,1,Credit Card,8440,62.84,56,3519.06
L01995,Social Media,67,Male,Self-employed,103066.65,Single,Ontario,Chequing Account,5,12.79,0,95,2,0,0,0,Email,0.736,High,0,nan,0,0.0,0,0.0
L01996,Branch Walk-in,35,Male,Full-time,62175.1,Married,Manitoba,Chequing Account,2,20.16,5,113,0,0,0,0,Website,0.79,High,1,Chequing Account,6707,77.12,4,308.49
L01997,Partnership,33,Female,Part-time,93078.88,Single,Manitoba,Mortgage,3,23.32,0,93,0,1,0,0,Call,0.655,High,1,Mortgage,1760,110.68,23,2545.54
L01998,Online Ad,46,Male,Full-time,51484.57,Married,Ontario,Mortgage,0,9.64,0,57,1,1,0,0,Email,0.578,Medium,0,nan,0,0.0,0,0.0
L01999,Online Ad,28,Male,Student,113401.6,Single,British Columbia,Credit Card,2,17.09,6,30,0,1,0,1,Website,0.797,High,0,nan,0,0.0,0,0.0
L02000,Referral,19,Male,Part-time,52418.9,Single,Quebec,Credit Card,2,12.8,7,37,0,2,0,1,Email,0.696,High,1,Credit Card,4771,203.27,16,3252.38
L02001,Referral,31,Male,Full-time,72708.6,Married,Alberta,Mortgage,3,16.72,5,2,1,0,0,0,Call,0.942,High,1,Mortgage,4851,105.04,11,1155.45
L02002,Online Ad,21,Male,Full-time,65233.94,Widowed,Quebec,Mortgage,5,16.19,0,19,1,1,1,0,Call,0.549,Medium,1,Mortgage,4052,220.52,52,11467.05
L02003,Partnership,56,Female,Full-time,76972.01,Married,Nova Scotia,Mortgage,2,30.94,4,31,2,0,1,1,Branch,0.587,Medium,1,Mortgage,2687,243.88,44,10730.6
L02004,Online Ad,51,Male,Full-time,87533.51,Married,Nova Scotia,Chequing Account,5,4.18,1,99,2,1,0,0,Email,0.735,High,1,Chequing Account,6038,126.09,56,7061.11
L02005,Referral,63,Male,Full-time,33679.4,Divorced,Ontario,Credit Card,0,13.95,2,27,1,0,0,1,Website,0.816,High,1,Credit Card,8358,42.34,37,1566.63
L02006,Social Media,56,Male,Full-time,,Single,Ontario,Chequing Account,2,20.78,3,51,1,0,1,0,Website,0.691,High,0,nan,0,0.0,0,0.0
L02007,Referral,26,Male,,107978.98,Married,Ontario,Mortgage,2,5.95,9,27,1,1,0,0,Email,1.0,High,1,Mortgage,3082,128.62,30,3858.56
L02008,Social Media,57,Male,Full-time,74132.28,Married,Ontario,Credit Card,2,22.05,1,110,1,0,0,0,Email,0.68,High,1,Credit Card,4331,117.52,34,3995.83
L02009,Online Ad,58,Female,Part-time,94138.01,Single,Quebec,Chequing Account,3,20.52,8,74,1,0,1,0,Call,0.636,High,1,Chequing Account,8991,201.56,22,4434.21
L02010,Branch Walk-in,24,Female,Full-time,27344.05,Single,Ontario,Mortgage,1,10.27,2,60,3,0,0,0,Call,0.676,High,1,Mortgage,9153,131.97,48,6334.56
L02011,Online Ad,68,Other,Unemployed,51254.3,Married,Alberta,Credit Card,6,13.14,6,22,1,3,0,0,Email,0.479,Medium,0,nan,0,0.0,0,0.0
L02012,Online Ad,34,Male,Student,116575.36,Single,British Columbia,Credit Card,1,14.71,0,106,1,0,0,0,Email,0.78,High,1,Credit Card,6552,262.68,33,8668.47
L02013,Partnership,40,Female,Full-time,55815.51,Married,Ontario,Chequing Account,4,25.77,8,79,1,3,0,1,Website,0.577,Medium,1,Chequing Account,8288,223.39,48,10722.65
L02014,Online Ad,62,Female,Student,62915.37,Single,British Columbia,Credit Card,8,11.4,2,82,2,0,0,1,Website,0.514,Medium,0,nan,0,0.0,0,0.0
L02015,Branch Walk-in,28,Female,Student,68894.54,Married,British Columbia,Chequing Account,4,6.82,0,59,1,1,0,1,Branch,0.771,High,1,Chequing Account,5976,257.75,30,7732.51
L02016,Referral,39,Male,Full-time,65595.21,Single,Manitoba,Credit Card,1,9.75,5,74,2,1,0,0,Email,0.97,High,1,Credit Card,8207,193.13,3,579.39
L02017,Referral,35,Male,Part-time,15000.0,Married,Ontario,Credit Card,1,20.71,1,27,0,0,1,1,Email,0.584,Medium,1,Credit Card,6657,37.01,26,962.23
L02018,Partnership,66,Female,Unemployed,93787.36,Married,British Columbia,Credit Card,5,19.68,4,93,3,0,0,0,Email,0.684,High,1,Credit Card,7703,100.96,25,2523.92
L02019,Online Ad,45,Female,Full-time,85501.58,Married,Manitoba,Chequing Account,4,19.58,6,3,2,1,1,1,Website,0.728,High,1,Chequing Account,2856,176.89,55,9729.14
L02020,Branch Walk-in,33,Female,Part-time,96684.85,Married,Ontario,Investment,3,2.06,2,41,0,0,0,1,Email,1.0,High,1,Investment,9832,38.39,55,2111.6
L02021,Partnership,59,Male,Unemployed,82023.54,Married,Ontario,Mortgage,1,29.03,3,55,0,0,1,1,Email,0.692,High,1,Mortgage,9565,67.08,37,2481.9
L02022,Branch Walk-in,21,Male,Self-employed,,Single,Ontario,Chequing Account,2,19.57,8,57,0,1,1,0,Call,0.808,High,1,Chequing Account,5429,80.69,10,806.9
L02023,Partnership,53,Other,Student,84847.42,Single,Alberta,Mortgage,2,16.28,6,79,1,0,1,1,Website,0.721,High,1,Mortgage,404,34.69,58,2012.2
L02024,Online Ad,39,Male,Full-time,59376.93,Married,Alberta,Mortgage,4,26.73,0,5,2,0,0,0,Branch,0.664,High,1,Mortgage,3418,135.78,16,2172.45
L02025,Referral,28,Female,Part-time,85608.81,Married,Ontario,Credit Card,4,12.17,5,104,0,3,0,0,Website,0.865,High,1,Credit Card,1781,232.55,1,232.55
L02026,Referral,38,Male,Full-time,103480.88,Single,Ontario,Chequing Account,3,20.76,2,21,1,0,0,1,Website,1.0,High,1,Chequing Account,5960,277.01,41,11357.39
L02027,Social Media,57,Female,Part-time,99735.5,Married,Ontario,Mortgage,3,12.5,6,90,0,0,0,1,Email,0.718,High,1,Mortgage,563,72.7,57,4143.79
L02028,Partnership,58,Male,Student,68641.41,Single,Ontario,Chequing Account,9,22.08,9,57,0,2,0,1,Call,0.56,Medium,1,Chequing Account,5847,191.57,8,1532.54
L02029,Referral,33,Male,Full-time,42139.36,Married,Alberta,Investment,3,10.45,5,77,0,0,0,0,Email,0.908,High,0,nan,0,0.0,0,0.0
L02030,Branch Walk-in,59,Male,Part-time,82755.89,Widowed,Nova Scotia,Chequing Account,0,21.31,9,103,0,1,1,1,Call,0.829,High,1,Chequing Account,8125,95.95,31,2974.47
L02031,Online Ad,26,Female,Part-time,77024.18,Married,Quebec,Mortgage,4,12.39,9,32,0,1,1,0,Website,0.567,Medium,1,Mortgage,3695,202.51,28,5670.38
L02032,Branch Walk-in,52,Male,Full-time,58644.58,Married,Nova Scotia,Investment,4,20.37,5,102,1,0,1,1,Website,0.771,High,0,nan,0,0.0,0,0.0
L02033,Branch Walk-in,51,Female,Part-time,102431.2,Divorced,Quebec,Credit Card,4,26.84,7,118,3,1,0,0,Email,0.908,High,1,Credit Card,1849,209.81,33,6923.57
L02034,Partnership,26,Female,Full-time,80093.66,Married,Alberta,Mortgage,2,12.87,7,62,0,1,1,0,Website,0.731,High,1,Mortgage,8204,63.83,16,1021.25
L02035,Branch Walk-in,30,Female,Part-time,93327.27,Single,Quebec,Mortgage,1,10.88,7,71,1,0,0,0,Call,0.829,High,1,Mortgage,5600,224.51,54,12123.28
L02036,Referral,23,Male,Full-time,15000.0,Married,Ontario,Chequing Account,2,24.87,4,59,4,2,0,1,Website,0.651,High,0,nan,0,0.0,0,0.0
L02037,Online Ad,21,Male,Unemployed,17924.37,Married,British Columbia,Credit Card,3,16.52,1,70,1,0,0,1,Email,0.394,Medium,1,Credit Card,2162,161.78,40,6471.39
L02038,Online Ad,63,Female,Full-time,91195.56,Married,Manitoba,Chequing Account,3,15.88,0,24,2,0,1,1,Email,0.737,High,1,Chequing Account,9086,241.53,18,4347.6
L02039,Online Ad,45,Female,Student,91701.26,Single,British Columbia,Investment,4,15.08,0,22,1,0,0,0,Email,0.694,High,0,nan,0,0.0,0,0.0
L02040,Referral,28,Female,Full-time,52160.81,Married,British Columbia,Mortgage,3,13.89,7,47,0,0,1,0,Email,0.907,High,1,Mortgage,4922,171.47,48,8230.78
L02041,Partnership,51,Male,Full-time,103620.46,Married,Quebec,Investment,4,15.16,8,59,2,1,1,0,Call,0.808,High,1,Investment,7903,162.14,33,5350.59
L02042,Branch Walk-in,52,Female,Full-time,104736.43,Single,Manitoba,Investment,2,19.48,3,53,0,0,0,0,Website,1.0,High,1,Investment,7576,64.39,10,643.9
L02043,Branch Walk-in,22,Female,Full-time,72656.25,Married,Alberta,Chequing Account,3,14.5,2,62,2,0,0,1,Website,0.964,High,1,Chequing Account,4381,288.06,3,864.18
L02044,Online Ad,56,Female,Full-time,,Married,Quebec,Chequing Account,3,18.07,8,62,0,1,1,0,Call,0.753,High,1,Chequing Account,7066,292.02,1,292.02
L02045,Partnership,28,Female,Student,93889.53,Married,Alberta,Mortgage,0,24.34,0,89,1,2,1,1,Website,0.688,High,1,Mortgage,9727,241.19,40,9647.7
L02046,Social Media,29,Female,Part-time,104099.42,Married,Ontario,Chequing Account,3,6.92,5,8,2,0,1,0,Website,0.729,High,1,Chequing Account,9625,246.52,3,739.56
L02047,Online Ad,60,Male,Part-time,79591.39,Single,Quebec,Chequing Account,1,6.35,5,0,2,0,0,0,Call,0.527,Medium,0,nan,0,0.0,0,0.0
L02048,Social Media,36,Female,Unemployed,86817.46,Single,,Credit Card,3,7.48,7,67,0,1,0,1,Website,0.653,High,1,Credit Card,6627,102.02,47,4794.79
L02049,Branch Walk-in,30,Female,Full-time,89144.43,Single,Nova Scotia,Mortgage,4,20.66,4,71,1,0,0,0,Website,0.938,High,1,Mortgage,3049,65.13,18,1172.29
L02050,Online Ad,21,Female,Unemployed,56481.69,Single,Ontario,Investment,1,19.82,2,77,1,0,1,1,Email,0.553,Medium,0,nan,0,0.0,0,0.0
L02051,Branch Walk-in,31,Female,Unemployed,42385.13,Married,Manitoba,Mortgage,1,6.97,3,82,2,0,0,1,Call,0.688,High,1,Mortgage,8456,133.62,21,2805.99
L02052,Branch Walk-in,61,Male,Full-time,,Single,Manitoba,Chequing Account,2,15.15,0,63,0,0,0,1,Website,0.821,High,1,Chequing Account,7716,282.61,49,13848.1
L02053,Online Ad,19,Female,Part-time,95205.84,Single,Ontario,Chequing Account,5,8.8,9,57,2,0,0,0,Email,0.772,High,1,Chequing Account,1486,98.3,22,2162.51
